movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_horas
MOV-00546,B-001,EVER-GLORY,R-01,MUELLE-B,HARINA,SHANGHAI,2021-04-29,04:41,1900-01-01,15:44,2890.2,8.8,10,PENDIENTE,
MOV-00547,B-032,CMA-ROSARIO,R-08,MUELLE-F,TRIGO,ROTTERDAM,2021-08-22,20:26,2021-08-23,00:00,6703.22,8.9,15,RECHAZADO,3.566666666666667
MOV-00548,B-039,CMA-ROSARIO,R-01,MUELLE-F,HARINA,BUENOS AIRES,2022-11-30,07:26,2022-12-01,00:00,4890.22,12.3,10,DESPACHADO,16.566666666666666
MOV-00549,B-009,COSCO-TIGRE,R-03,MUELLE-E,GRANOS,SHANGHAI,2024-02-28,14:24,2024-03-01,00:00,3945.23,9.6,15,PENDIENTE,33.6
MOV-00550,B-021,HAPAG-RIO,R-03,MUELLE-B,TRIGO,ROTTERDAM,2023-09-08,18:04,2023-09-10,00:16,6873.36,10.7,12,PENDIENTE,30.2
MOV-00551,B-015,HAPAG-RIO,R-07,MUELLE-C,TRIGO,SANTA FE,2023-06-05,22:46,2023-06-06,00:00,4936.35,14.3,12,EN_REVISION,1.2333333333333334
MOV-00552,B-021,CMA-ROSARIO,R-04,MUELLE-B,MAIZ,SANTA FE,2024-06-07,23:55,2024-06-08,14:31,5756.92,14.1,15,DESPACHADO,14.6
MOV-00554,B-031,PIL-SANTA,R-04,MUELLE-A,TRIGO,SANTA FE,2023-04-30,15:05,2023-05-01,14:25,5497.84,11.9,15,RECHAZADO,23.333333333333332
MOV-00555,B-009,HAPAG-RIO,R-01,MUELLE-A,GRANOS,HAMBURG,2024-04-05,14:59,2024-04-07,00:00,4701.7,7.6,15,PENDIENTE,33.016666666666666
MOV-00556,B-019,MSC-GENOVA,R-07,MUELLE-F,MAIZ,SHANGHAI,2020-11-03,19:18,2020-11-05,12:59,4053.49,10.8,10,DESPACHADO,41.68333333333333
MOV-00557,B-032,MSC-GENOVA,R-02,MUELLE-B,MINERALES,BUENOS AIRES,2023-01-30,10:34,2023-02-01,00:00,4799.25,15.1,12,PENDIENTE,37.43333333333333
MOV-00559,B-037,CMALITORAL,R-06,MUELLE-D,HARINA,BUENOS AIRES,2022-01-31,09:27,2022-02-01,00:00,3310.98,13.6,12,EN_REVISION,14.55
MOV-00560,B-015,MAERSK-LIMA,R-08,MUELLE-D,HARINA,BUENOS AIRES,2020-01-27,16:06,2020-01-29,00:00,5760.5,15.1,15,RECHAZADO,31.9
MOV-00561,B-024,ONE-PLATA,R-05,MUELLE-D,HARINA,SAO PAULO,2020-02-05,18:27,2020-02-06,00:00,5850.36,16.2,10,RECHAZADO,5.55
MOV-00562,B-017,MAERSKPAMPAS,,MUELLE-D,MAIZ,BUENOS AIRES,2023-12-03,15:01,2023-12-03,00:00,3741.04,10.1,10,EN_REVISION,
MOV-00564,B-036,YANG-MING,R-02,MUELLE-D,CONTENEDORES,BUENOS AIRES,2022-09-20,15:36,2022-09-22,20:13,5207.39,14.4,10,PENDIENTE,52.61666666666667
MOV-00565,B-009,MSC-GENOVA,R-04,MUELLE-D,GRANOS,HAMBURG,2023-09-15,21:42,2023-09-16,00:00,5971.9,13.9,10,PENDIENTE,2.3
MOV-00567,B-012,ONE-PARANA,,MUELLE-E,SOJA,VALPARAISO,2020-11-19,16:57,2020-11-22,03:40,6455.2,14.4,10,RECHAZADO,58.71666666666667
MOV-00568,B-017,COSCO-STAR,R-07,MUELLE-A,ACEITE,ROTTERDAM,2020-12-28,15:18,2020-12-29,00:00,3480.58,12.1,10,DESPACHADO,8.7
MOV-00569,B-017,YANG-ESTE,R-07,MUELLE-A,HARINA,HAMBURG,2023-02-22,10:06,2023-02-24,04:28,5752.97,14.6,10,EN_REVISION,42.36666666666667
MOV-00571,B-016,EVER-GLORY,R-05,MUELLE-C,SOJA,ROTTERDAM,2022-01-07,08:48,2022-01-09,00:00,5346.31,7.4,10,EN_REVISION,39.2
MOV-00572,B-017,YANG-ESTE,R-01,MUELLE-E,GRANOS,ROTTERDAM,2020-06-12,14:17,2020-06-14,00:00,5336.4,10.5,12,RECHAZADO,33.71666666666667
MOV-00573,B-033,COSCO-TIGRE,R-05,MUELLE-F,SOJA,SHANGHAI,2020-04-10,03:07,2020-04-11,00:00,2167.13,7.6,15,EN_REVISION,20.883333333333333
MOV-00574,B-026,ONE-PARANA,R-07,MUELLE-C,TRIGO,ROTTERDAM,2022-02-01,19:03,2022-02-03,05:33,6277.43,14.3,12,PENDIENTE,34.5
MOV-00575,B-032,MAERSK-PAMPAS,R-01,MUELLE-C,CONTENEDORES,VALPARAISO,2021-10-06,13:55,2021-10-08,07:54,7113.07,12.5,12,PENDIENTE,41.983333333333334
MOV-00576,B-009,HAPAG-RIO,R-07,MUELLE-C,HARINA,SANTA FE,2021-12-11,07:59,2021-12-11,05:34,4138.91,13.6,15,DESPACHADO,
MOV-00577,B-002,MAERSK-LIMA,R-02,MUELLE-B,HARINA,BUENOS AIRES,2024-07-27,08:34,2024-07-30,00:00,2762.06,17.8,15,DESPACHADO,63.43333333333333
MOV-00578,B-001,PIL-SANTA,R-08,MUELLE-B,CONTENEDORES,VALPARAISO,2024-02-04,03:58,2024-02-05,00:00,4186.75,9.6,10,PENDIENTE,20.033333333333335
MOV-00579,B-020,CMA-ROSARIO,R-02,MUELLE-F,TRIGO,SHANGHAI,2020-04-06,01:43,2020-04-08,00:00,3702.29,15.8,12,EN_REVISION,46.28333333333333
MOV-00580,B-040,COSCO-STAR,R-08,MUELLE-D,CONTENEDORES,SAO PAULO,2024-02-29,05:31,2024-03-01,00:00,4116.11,8.3,15,PENDIENTE,18.483333333333334
MOV-00581,B-013,EVER-GLORY,R-07,MUELLE-E,TRIGO,SHANGHAI,2024-10-02,07:56,2024-10-04,00:00,4732.8,18.3,12,PENDIENTE,40.06666666666667
MOV-00582,B-024,PIL-SANTA,R-05,MUELLE-D,GRANOS,SAO PAULO,2021-03-21,14:45,2021-03-22,00:00,4486.0,8.8,15,EN_REVISION,9.25
MOV-00583,B-038,ONE-PLATA,R-03,MUELLE-F,GRANOS,VALPARAISO,2020-08-02,08:53,2020-08-04,00:00,3142.91,12.5,12,EN_REVISION,39.11666666666667
MOV-00585,B-039,ZIM-NORTE,R-08,MUELLE-F,CONTENEDORES,BUENOS AIRES,2022-02-02,12:50,2022-02-03,17:32,2884.36,10.4,10,DESPACHADO,28.7
MOV-00587,B-006,ZIM-DELTA,R-05,MUELLE-A,MINERALES,SHANGHAI,1900-01-01,19:30,2021-07-05,20:07,3217.76,15.3,15,DESPACHADO,
MOV-00588,B-034,PIL-OESTE,R-02,MUELLE-D,MINERALES,BUENOS AIRES,2021-01-04,11:29,2021-01-05,23:39,7122.59,13.0,12,,36.166666666666664
MOV-00589,B-006,ZIM-NORTE,R-01,MUELLE-E,ACEITE,MONTEVIDEO,2021-10-05,03:29,2021-10-07,00:00,5240.62,9.2,15,DESPACHADO,44.516666666666666
MOV-00591,B-004,COSCO-STAR,R-07,MUELLE-B,ACEITE,ROTTERDAM,2024-08-21,04:17,2024-08-23,01:42,6267.37,11.0,10,EN_REVISION,45.416666666666664
MOV-00592,B-005,COSCO-TIGRE,R-06,MUELLE-A,MINERALES,BUENOS AIRES,2023-11-30,01:05,2023-11-30,00:00,5649.42,5.0,15,DESPACHADO,
MOV-00593,B-013,EVER-GLORY,R-01,MUELLE-D,SOJA,ROTTERDAM,2021-06-09,22:53,2021-06-10,00:00,4951.24,11.7,12,EN_REVISION,1.1166666666666667
MOV-00594,B-008,MAERSK-PAMPAS,R-02,MUELLE-E,MAIZ,HAMBURG,2021-03-12,23:49,2021-03-13,00:00,5738.98,6.8,10,PENDIENTE,0.18333333333333332
MOV-00595,B-022,CMA-ROSARIO,R-07,MUELLE-E,GRANOS,ROTTERDAM,2022-05-29,14:12,2022-05-30,00:00,6271.99,11.6,15,EN_REVISION,9.8
MOV-00598,B-004,MSC-GENOVA,R-03,MUELLE-D,GRANOS,BUENOS AIRES,2021-01-09,11:51,2021-01-11,00:23,5639.34,13.3,15,EN_REVISION,36.53333333333333
MOV-00599,B-005,EVER-GLORY,R-01,MUELLE-D,HARINA,SAO PAULO,2023-03-31,03:00,2023-04-01,13:36,5026.92,11.5,15,EN_REVISION,34.6
MOV-00600,B-023,EVERGREEN-02,R-04,MUELLE-C,ACEITE,MONTEVIDEO,2022-04-14,15:36,2022-04-14,08:07,4704.18,12.9,10,DESPACHADO,
MOV-00601,B-013,PIL-OESTE,R-05,MUELLE-C,ACEITE,SAO PAULO,2024-04-02,00:00,2024-04-04,00:00,6393.93,12.1,12,DESPACHADO,48.0
MOV-00603,B-022,CMALITORAL,R-06,MUELLE-E,MINERALES,SHANGHAI,2024-04-28,13:19,2024-04-29,21:53,6371.5,14.1,15,PENDIENTE,32.56666666666667
MOV-00604,B-029,MAERSKLIMA,R-02,MUELLE-C,MAIZ,SAO PAULO,2020-07-21,20:50,2020-07-22,00:00,5536.2,14.9,10,DESPACHADO,3.1666666666666665
MOV-00605,B-021,PIL-OESTE,R-08,MUELLE-F,MINERALES,MONTEVIDEO,2020-04-13,10:58,2020-04-14,19:36,3934.37,14.4,15,DESPACHADO,32.63333333333333
MOV-00606,B-009,HAPAG-RIO,R-08,MUELLE-B,GRANOS,SANTA FE,2020-09-18,20:59,2020-09-20,01:56,3426.96,10.7,15,PENDIENTE,28.95
MOV-00607,B-009,MSC-GENOVA,R-03,MUELLE-A,TRIGO,SANTA FE,2024-10-11,04:08,2024-10-13,00:00,6708.82,10.2,10,EN_REVISION,43.86666666666667
MOV-00608,B-039,ZIM-DELTA,R-08,MUELLE-D,MINERALES,SHANGHAI,2021-04-04,04:49,2021-04-04,12:14,5442.13,11.2,15,,7.416666666666667
MOV-00609,B-016,ZIM-NORTE,R-05,MUELLE-A,CONTENEDORES,ROTTERDAM,2020-08-30,13:31,2020-08-30,01:22,5288.11,13.0,10,PENDIENTE,
MOV-00610,B-020,PIL-OESTE,R-05,MUELLE-C,HARINA,SANTA FE,2023-11-03,09:38,2023-11-04,00:00,6167.84,11.4,10,RECHAZADO,14.366666666666667
MOV-00611,B-022,ZIM-NORTE,R-06,MUELLE-C,MAIZ,BUENOS AIRES,2023-11-08,19:06,2023-11-11,00:00,3632.79,11.3,15,DESPACHADO,52.9
MOV-00612,B-024,EVER-GLORY,R-06,MUELLE-E,TRIGO,SAO PAULO,2024-07-14,22:15,2024-07-15,19:00,4945.59,14.0,10,PENDIENTE,20.75
MOV-00614,B-026,YANG-ESTE,R-03,MUELLE-C,ACEITE,ROTTERDAM,2024-10-13,07:00,2024-10-15,00:00,4580.32,15.1,10,RECHAZADO,41.0
MOV-00615,B-008,YANG-MING,R-06,MUELLE-C,TRIGO,SANTA FE,2021-04-07,03:58,2021-04-07,00:00,4226.99,11.1,12,RECHAZADO,
MOV-00616,B-018,HAPAG-RIO,R-07,MUELLE-E,MINERALES,VALPARAISO,2022-10-17,01:07,2022-10-19,04:29,5970.23,8.4,15,EN_REVISION,51.36666666666667
MOV-00618,B-008,ONE-PARANA,R-07,MUELLE-E,SOJA,HAMBURG,2022-02-13,00:00,2022-02-15,00:00,5669.69,10.9,10,PENDIENTE,48.0
MOV-00619,B-010,HAPAG-RIO,R-03,MUELLE-F,MINERALES,SAO PAULO,2020-01-03,09:23,2020-01-06,00:00,6280.82,9.5,10,PENDIENTE,62.61666666666667
MOV-00620,B-008,ONE-PLATA,R-03,MUELLE-B,CONTENEDORES,SANTA FE,2020-07-23,11:41,2020-07-24,00:00,5616.84,12.1,12,DESPACHADO,12.316666666666666
MOV-00621,B-010,ONE-PARANA,R-04,MUELLE-F,MAIZ,MONTEVIDEO,2020-08-05,19:18,2020-08-07,13:06,6251.54,10.3,15,PENDIENTE,41.8
MOV-00622,B-004,COSCO-TIGRE,R-04,MUELLE-F,MINERALES,SAO PAULO,2021-07-10,12:43,2021-07-13,08:30,5363.36,10.8,10,DESPACHADO,67.78333333333333
MOV-00624,B-014,PIL-OESTE,R-06,MUELLE-D,MINERALES,SHANGHAI,2020-02-07,08:10,2020-02-09,00:00,7011.49,14.0,10,PENDIENTE,39.833333333333336
MOV-00625,B-003,PIL-OESTE,R-08,MUELLE-B,SOJA,MONTEVIDEO,2024-06-22,19:49,2024-06-23,13:31,3622.27,12.2,10,RECHAZADO,17.7
MOV-00628,B-030,CMA-LITORAL,R-02,MUELLE-A,ACEITE,MONTEVIDEO,2022-01-29,18:29,2022-01-29,00:00,5138.88,14.0,15,RECHAZADO,
MOV-00629,B-027,MAERSK-PAMPAS,R-04,MUELLE-C,ACEITE,VALPARAISO,2024-05-27,02:50,2024-05-28,00:00,4969.82,9.4,12,EN_REVISION,21.166666666666668
MOV-00630,B-036,HAPAG-RIO,R-03,MUELLE-B,GRANOS,SHANGHAI,2021-03-23,18:42,2021-03-26,00:00,6331.02,15.5,15,RECHAZADO,53.3
MOV-00631,B-023,ONE-PARANA,R-05,MUELLE-F,CONTENEDORES,SHANGHAI,2020-03-17,07:00,2020-03-17,00:00,3430.69,12.7,10,EN_REVISION,
MOV-00632,B-023,ONE-PLATA,R-07,MUELLE-B,ACEITE,SHANGHAI,2024-07-09,02:59,2024-07-10,00:00,6488.59,11.1,12,RECHAZADO,21.016666666666666
MOV-00633,B-009,EVER-GLORY,R-04,MUELLE-B,HARINA,HAMBURG,2020-08-08,00:19,2020-08-09,07:52,5500.19,14.8,15,EN_REVISION,31.55
MOV-00634,B-038,EVER-GLORY,R-03,MUELLE-F,SOJA,HAMBURG,2021-01-20,01:19,2021-01-21,09:41,5336.11,11.3,12,RECHAZADO,32.36666666666667
MOV-00637,B-011,HAPAG-RIO,R-03,MUELLE-C,GRANOS,SHANGHAI,2024-08-29,08:42,2024-08-31,04:31,2712.13,14.3,12,DESPACHADO,43.81666666666667
MOV-00638,B-029,CMA-ROSARIO,R-08,MUELLE-F,MAIZ,SHANGHAI,2024-07-01,18:50,2024-07-03,17:21,5446.59,14.4,10,DESPACHADO,46.516666666666666
MOV-00639,B-033,EVER-GLORY,R-04,MUELLE-F,ACEITE,ROTTERDAM,1900-01-01,01:55,2022-07-21,00:00,3777.78,6.5,10,DESPACHADO,
MOV-00640,B-025,PIL-SANTA,R-04,MUELLE-B,MINERALES,MONTEVIDEO,2020-10-22,03:24,2020-10-23,00:00,7345.88,12.8,10,PENDIENTE,20.6
MOV-00641,B-034,HAPAG-SUR,R-06,MUELLE-A,HARINA,HAMBURG,2023-06-11,21:24,2023-06-14,13:30,5057.99,11.6,12,DESPACHADO,64.1
MOV-00642,B-032,HAPAG-SUR,R-06,MUELLE-B,MAIZ,SHANGHAI,2021-12-16,17:05,2021-12-17,00:00,5488.82,12.1,12,PENDIENTE,6.916666666666667
MOV-00643,B-028,ZIM-DELTA,R-08,MUELLE-F,MAIZ,ROTTERDAM,2024-04-13,05:02,2024-04-15,00:00,5890.49,7.7,15,PENDIENTE,42.96666666666667
MOV-00645,B-012,PIL-OESTE,R-08,MUELLE-D,MINERALES,SAO PAULO,2023-07-30,12:18,2023-08-01,22:18,2942.09,11.3,12,EN_REVISION,58.0
MOV-00646,B-035,ONEPARANA,R-02,MUELLE-C,MINERALES,BUENOS AIRES,2024-08-17,13:37,2024-08-19,16:38,3369.33,12.7,10,DESPACHADO,51.016666666666666
MOV-00647,B-011,ZIM-NORTE,R-06,MUELLE-B,CONTENEDORES,SAO PAULO,2024-07-16,05:17,1900-01-01,00:00,6695.84,12.1,12,DESPACHADO,
MOV-00648,B-028,ZIM-DELTA,R-04,MUELLE-B,TRIGO,ROTTERDAM,2020-06-19,16:21,2020-06-20,00:00,5305.29,15.4,15,PENDIENTE,7.65
MOV-00649,B-039,CMA-ROSARIO,R-02,MUELLE-F,TRIGO,SHANGHAI,2022-12-18,15:20,2022-12-18,00:00,3423.65,13.0,10,PENDIENTE,
MOV-00650,B-039,CMA-LITORAL,R-07,MUELLE-A,MINERALES,BUENOS AIRES,2023-08-10,07:34,1900-01-01,10:23,6228.3,11.4,15,EN_REVISION,
MOV-00652,B-032,PIL-SANTA,R-06,MUELLE-F,HARINA,ROTTERDAM,2024-06-30,16:54,2024-07-02,21:49,6274.3,13.6,15,EN_REVISION,52.916666666666664
MOV-00653,B-033,COSCO-TIGRE,R-01,MUELLE-C,MAIZ,BUENOS AIRES,2020-03-21,12:25,2020-03-23,22:52,5338.36,13.4,12,DESPACHADO,58.45
MOV-00655,B-037,ONE-PARANA,R-08,MUELLE-E,HARINA,ROTTERDAM,2024-01-16,00:41,2024-01-16,00:00,3714.72,10.5,12,RECHAZADO,
MOV-00658,B-031,ZIM-DELTA,R-03,MUELLE-F,MINERALES,HAMBURG,2023-01-22,23:15,2023-01-24,20:02,4148.82,13.1,15,PENDIENTE,44.78333333333333
MOV-00659,B-004,ONE-PLATA,R-01,MUELLE-C,HARINA,BUENOS AIRES,2021-04-16,11:40,2021-04-17,10:18,4025.69,12.8,12,EN_REVISION,22.633333333333333
MOV-00660,B-022,ZIM-DELTA,,MUELLE-E,GRANOS,SAO PAULO,2024-11-24,02:44,2024-11-25,19:46,5595.41,13.5,10,PENDIENTE,41.03333333333333
MOV-00661,B-021,COSCO-STAR,R-06,MUELLE-B,SOJA,HAMBURG,2021-11-01,23:14,2021-11-04,19:17,3097.93,15.1,10,EN_REVISION,68.05
MOV-00662,B-020,ZIM-DELTA,R-04,MUELLE-D,MAIZ,VALPARAISO,2020-04-17,19:37,2020-04-18,07:54,4123.79,9.7,12,RECHAZADO,12.283333333333333
MOV-00663,B-019,COSCO-TIGRE,R-05,MUELLE-F,HARINA,HAMBURG,2024-08-14,15:21,2024-08-16,01:02,3575.34,13.5,12,EN_REVISION,33.68333333333333
MOV-00664,B-039,CMA-LITORAL,R-02,MUELLE-D,GRANOS,SHANGHAI,2024-07-18,03:50,2024-07-19,00:00,5809.08,10.8,12,EN_REVISION,20.166666666666668
MOV-00665,B-032,ZIM-NORTE,R-02,MUELLE-C,ACEITE,SANTA FE,2023-03-19,20:54,2023-03-20,09:40,4873.57,7.9,15,DESPACHADO,12.766666666666667
MOV-00666,B-001,MSC-ALPHA,R-04,MUELLE-B,CONTENEDORES,SANTA FE,2020-06-12,00:15,2020-06-15,00:00,5642.65,13.5,15,DESPACHADO,71.75
MOV-00667,B-009,YANG-MING,R-04,MUELLE-F,MINERALES,SAO PAULO,2024-06-16,16:31,2024-06-17,09:07,5996.63,13.2,15,RECHAZADO,16.6
MOV-00670,B-001,CMA-ROSARIO,R-08,MUELLE-B,GRANOS,VALPARAISO,2024-10-21,16:55,2024-10-22,00:41,4182.22,12.2,10,PENDIENTE,7.766666666666667
MOV-00671,B-001,PILOESTE,R-03,MUELLE-B,HARINA,HAMBURG,2020-08-17,22:15,2020-08-19,14:58,6387.27,8.4,12,EN_REVISION,40.71666666666667
MOV-00673,B-026,CMA-ROSARIO,R-06,MUELLE-C,MAIZ,SANTA FE,2020-06-23,00:00,2020-06-25,02:22,7118.7,14.4,10,EN_REVISION,50.36666666666667
MOV-00676,B-031,YANG-ESTE,R-06,MUELLE-A,GRANOS,BUENOS AIRES,2020-01-26,00:51,2020-01-28,00:00,5044.85,14.7,15,RECHAZADO,47.15
MOV-00677,B-017,MSC-ALPHA,R-05,MUELLE-F,CONTENEDORES,BUENOS AIRES,2022-08-28,00:29,2022-08-29,00:00,5556.49,13.2,10,RECHAZADO,23.516666666666666
MOV-00678,B-002,PIL-OESTE,R-05,MUELLE-C,MINERALES,HAMBURG,2021-01-09,13:41,2021-01-11,07:40,4817.61,12.5,15,PENDIENTE,41.983333333333334
MOV-00680,B-006,PIL-OESTE,R-02,MUELLE-E,GRANOS,HAMBURG,2022-06-14,09:02,2022-06-14,00:00,3865.87,9.3,10,EN_REVISION,
MOV-00682,B-038,MAERSK-LIMA,R-01,MUELLE-A,SOJA,BUENOS AIRES,2023-04-02,02:24,2023-04-03,02:38,6573.54,15.7,10,EN_REVISION,24.233333333333334
MOV-00683,B-036,MAERSK-PAMPAS,R-08,MUELLE-C,CONTENEDORES,SAO PAULO,2022-11-20,08:43,2022-11-21,01:33,7570.24,14.1,15,DESPACHADO,16.833333333333332
MOV-00684,B-002,ONE-PARANA,R-05,MUELLE-F,GRANOS,BUENOS AIRES,2022-04-25,13:01,2022-04-28,17:22,5586.76,16.9,12,EN_REVISION,76.35
MOV-00687,B-009,PIL-OESTE,R-07,MUELLE-A,ACEITE,BUENOS AIRES,2024-01-04,11:00,2024-01-07,00:00,7556.35,13.2,15,PENDIENTE,61.0
MOV-00688,B-025,MSC-GENOVA,R-02,MUELLE-E,SOJA,SHANGHAI,2024-06-23,20:13,2024-06-25,00:00,6410.0,12.2,15,PENDIENTE,27.783333333333335
MOV-00689,B-027,COSCO-TIGRE,R-06,MUELLE-F,CONTENEDORES,MONTEVIDEO,2024-12-05,14:56,2024-12-07,20:02,4921.91,13.2,15,PENDIENTE,53.1
MOV-00692,B-012,COSCO-STAR,R-03,MUELLE-C,HARINA,SAO PAULO,2024-11-02,00:07,2024-11-04,00:00,6679.2,14.4,10,EN_REVISION,47.88333333333333
MOV-00693,B-038,YANG-ESTE,R-01,MUELLE-A,SOJA,VALPARAISO,2024-07-23,03:15,2024-07-23,06:04,5762.62,11.2,12,DESPACHADO,2.816666666666667
MOV-00694,B-033,PIL-SANTA,R-02,MUELLE-E,HARINA,HAMBURG,2020-09-03,02:13,2020-09-05,00:00,6818.8,7.0,15,EN_REVISION,45.78333333333333
MOV-00696,B-033,EVER-GLORY,R-01,MUELLE-B,HARINA,VALPARAISO,1900-01-01,05:52,2021-01-17,00:00,5193.5,10.5,12,PENDIENTE,
MOV-00697,B-024,CMA-ROSARIO,R-02,MUELLE-C,GRANOS,BUENOS AIRES,2020-05-28,00:30,2020-05-28,19:29,6762.82,8.6,12,RECHAZADO,18.983333333333334
MOV-00699,B-008,PIL-SANTA,R-08,MUELLE-D,HARINA,MONTEVIDEO,2024-10-18,03:20,2024-10-20,00:00,2819.93,11.8,12,RECHAZADO,44.666666666666664
MOV-00700,B-003,YANGESTE,R-08,MUELLE-B,TRIGO,ROTTERDAM,2024-04-02,23:53,2024-04-05,00:00,6202.11,16.3,12,DESPACHADO,48.11666666666667
MOV-00701,B-031,EVER-GLORY,R-04,MUELLE-A,MINERALES,SHANGHAI,2024-12-24,14:18,2024-12-25,00:00,6461.58,11.5,10,EN_REVISION,9.7
MOV-00702,B-027,MAERSK-PAMPAS,R-05,MUELLE-B,GRANOS,HAMBURG,2024-10-26,22:13,2024-10-28,00:00,4727.47,10.5,10,RECHAZADO,25.783333333333335
MOV-00703,B-026,PIL-OESTE,R-04,MUELLE-B,GRANOS,SHANGHAI,2024-06-02,00:43,2024-06-04,00:00,5159.54,9.7,12,EN_REVISION,47.28333333333333
MOV-00704,B-039,CMA-LITORAL,R-08,MUELLE-F,ACEITE,SHANGHAI,2023-12-13,00:15,2023-12-15,10:14,6268.7,16.9,15,EN_REVISION,57.983333333333334
MOV-00706,B-036,MSC-GENOVA,R-02,MUELLE-C,MAIZ,ROTTERDAM,2023-01-23,00:55,2023-01-23,16:03,4518.42,12.0,12,EN_REVISION,15.133333333333333
MOV-00707,B-018,COSCO-TIGRE,R-04,MUELLE-A,MINERALES,MONTEVIDEO,1900-01-01,00:34,2023-02-12,16:33,5259.48,8.9,10,EN_REVISION,
MOV-00709,B-028,YANG-MING,R-01,MUELLE-D,MINERALES,SHANGHAI,2023-01-22,00:42,2023-01-22,00:00,5143.23,11.5,10,RECHAZADO,
MOV-00710,B-013,ZIM-DELTA,R-04,MUELLE-B,GRANOS,MONTEVIDEO,2023-08-28,10:22,2023-08-28,00:00,4783.57,12.7,12,PENDIENTE,
MOV-00711,B-011,YANG-MING,R-04,MUELLE-D,MAIZ,ROTTERDAM,2023-03-01,23:47,2023-03-04,00:00,6488.49,12.2,12,PENDIENTE,48.21666666666667
MOV-00712,B-032,COSCO-TIGRE,R-04,MUELLE-A,MINERALES,HAMBURG,2020-01-31,12:11,2020-02-02,03:57,4176.01,10.7,10,EN_REVISION,39.766666666666666
MOV-00713,B-033,COSCO-TIGRE,R-05,MUELLE-D,SOJA,MONTEVIDEO,2024-07-14,07:01,2024-07-14,00:00,5975.63,10.0,12,DESPACHADO,
MOV-00714,B-038,MAERSK-LIMA,R-05,MUELLE-B,GRANOS,HAMBURG,2021-06-18,14:38,2021-06-19,01:13,6158.15,10.3,10,RECHAZADO,10.583333333333334
MOV-00715,B-032,EVER-GLORY,R-07,MUELLE-D,CONTENEDORES,SAO PAULO,2023-04-22,17:27,2023-04-24,15:46,6478.05,8.6,15,PENDIENTE,46.31666666666667
MOV-00717,B-020,CMA-LITORAL,R-03,MUELLE-E,CONTENEDORES,SAO PAULO,2024-10-09,05:50,2024-10-10,00:00,6266.89,9.1,10,EN_REVISION,18.166666666666668
MOV-00719,B-030,HAPAG-SUR,R-01,MUELLE-C,CONTENEDORES,VALPARAISO,2024-08-28,00:00,2024-08-30,00:00,6399.0,14.9,12,RECHAZADO,48.0
MOV-00720,B-013,MAERSK-PAMPAS,R-02,MUELLE-A,HARINA,VALPARAISO,2024-01-05,03:24,2024-01-07,00:00,5988.46,11.4,10,DESPACHADO,44.6
MOV-00721,B-003,PIL-SANTA,R-07,MUELLE-A,MINERALES,SHANGHAI,2020-06-26,15:39,2020-06-27,10:11,6227.19,14.2,10,EN_REVISION,18.533333333333335
MOV-00722,B-001,HAPAGRIO,R-06,MUELLE-C,ACEITE,SAO PAULO,2023-03-08,01:17,2023-03-10,00:00,5355.9,10.6,15,RECHAZADO,46.71666666666667
MOV-00723,B-021,PIL-OESTE,R-01,MUELLE-A,TRIGO,HAMBURG,2022-09-27,20:40,2022-09-30,00:00,4905.74,15.2,12,DESPACHADO,51.333333333333336
MOV-00725,B-022,EVER-GLORY,R-04,MUELLE-F,TRIGO,HAMBURG,2021-03-08,00:25,2021-03-10,00:00,6382.54,10.0,10,EN_REVISION,47.583333333333336
MOV-00726,B-033,CMA-LITORAL,R-07,MUELLE-C,TRIGO,SHANGHAI,2022-04-29,06:19,2022-04-30,00:00,3479.83,15.3,15,DESPACHADO,17.683333333333334
MOV-00727,B-036,MAERSK-PAMPAS,R-02,MUELLE-E,CONTENEDORES,HAMBURG,2024-04-10,02:25,1900-01-01,00:00,4319.91,13.1,10,DESPACHADO,
MOV-00728,B-014,ZIM-DELTA,R-08,MUELLE-A,MINERALES,SANTA FE,2020-12-17,12:37,2020-12-19,13:12,5452.16,9.7,12,RECHAZADO,48.583333333333336
MOV-00729,B-029,MSC-GENOVA,R-07,MUELLE-E,MAIZ,BUENOS AIRES,2022-01-23,08:38,2022-01-26,13:34,5546.04,9.1,10,EN_REVISION,76.93333333333334
MOV-00730,B-001,COSCO-TIGRE,R-07,MUELLE-F,HARINA,SAO PAULO,2024-11-03,01:06,2024-11-05,00:49,4040.34,15.6,15,DESPACHADO,47.71666666666667
MOV-00732,B-035,MSC-GENOVA,R-07,MUELLE-E,SOJA,ROTTERDAM,2020-09-28,00:35,2020-09-28,19:23,5642.44,15.0,12,DESPACHADO,18.8
MOV-00734,B-009,YANGMING,R-04,MUELLE-D,ACEITE,MONTEVIDEO,2024-04-13,13:16,2024-04-16,04:13,6084.56,12.7,15,EN_REVISION,62.95
MOV-00735,B-032,ZIM-DELTA,R-06,MUELLE-C,CONTENEDORES,ROTTERDAM,2022-05-26,01:24,2022-05-28,13:17,8053.38,12.0,10,PENDIENTE,59.88333333333333
